id,answer_text
56dfbf737aa994140058e104,"46,000"
56dfbf737aa994140058e105,1869
56dfbfff7aa994140058e111,pubs
56dfbfff7aa994140058e112,19th
56dfbfff7aa994140058e113,corners or road junctions
56dfbfff7aa994140058e114,real ale micro-brewers
56dfc02e7aa994140058e119,The Red Lion
56dfc02e7aa994140058e11a,Smith's Beer House
56dfc0887aa994140058e11d,ale
56dfc0887aa994140058e11e,17th
56dfc0887aa994140058e11f,the crown
56dfc0e0231d4119001abd9f,19th
56dfc0e0231d4119001abda0,1960s
56dfc0e0231d4119001abda1,Local Authorities
56dfd598231d4119001abe0f,Wine and Beerhouse Act 1869
56dfd598231d4119001abe10,special Licensing Sessions courts
56dfd598231d4119001abe11,ex-servicemen or ex-policemen
56dfd598231d4119001abe12,Occasional Licences
56dfd601231d4119001abe17,London Metropolitan Archives centre
56dfd601231d4119001abe18,owner
56dfd68c231d4119001abe1b,the Defence of the Realm Act
56dfd68c231d4119001abe1c,August 1914
56dfd68c231d4119001abe1d,12 noon–2:30 pm
56dfd68c231d4119001abe1e,Pembrokeshire
56dfd68c231d4119001abe1f,the police
56dfd73b231d4119001abe25,10:30 pm
56dfd73b231d4119001abe26,11 pm
56dfd73b231d4119001abe27,Carlisle
56dfd73b231d4119001abe28,1973
56dfd73b231d4119001abe29,Sundays
56dfd7cf231d4119001abe2f,11 pm
56dfd7cf231d4119001abe30,10:30 pm
56dfd7cf231d4119001abe31,24
56dfd7cf231d4119001abe32,12 noon
56dfd7cf231d4119001abe33,11 am
56dfd80f231d4119001abe39,1976
56dfd80f231d4119001abe3a,Scotland's and Northern Ireland's
56dfdaca7aa994140058e1b5,24 November 2005
56dfdaca7aa994140058e1b6,the local council
56dfdaca7aa994140058e1b7,11.30 pm
56dfdaca7aa994140058e1b8,"207,800"
56dfdaca7aa994140058e1b9,"1,121"
56dfdb677aa994140058e1bf,"""lock-in"""
56dfdb677aa994140058e1c0,Licensing Act 2003
56dfdb677aa994140058e1c1,1915
56dfdb677aa994140058e1c2,allowing smoking
56dfdbee7aa994140058e1c7,March 2006
56dfdbee7aa994140058e1c8,April 2007
56dfdbee7aa994140058e1c9,July 2007
56dfdbee7aa994140058e1ca,Carlsberg and Heineken
56dfdbee7aa994140058e1cb,Wetherspoon
56dfdc887aa994140058e1d1,Balls Pond Road
56dfdc887aa994140058e1d2,City Road
56dfdc887aa994140058e1d3,The Eagle
56dfdc887aa994140058e1d4,weasel
56dfdc887aa994140058e1d5,18th
56dfdd297aa994140058e1db,stand-up comedy
56dfdd297aa994140058e1dc,juke boxes
56dfddab7aa994140058e1df,middle-class
56dfddab7aa994140058e1e0,working class
56dfddab7aa994140058e1e1,4
56dfddab7aa994140058e1e2,spit and sawdust
56dfddab7aa994140058e1e3,saloon
56dfde447aa994140058e1e9,the 1960s and 1970s
56dfde447aa994140058e1ea,removal of the dividing wall or partition
56dfdeb27aa994140058e1ed,snug
56dfdeb27aa994140058e1ee,higher
56dfdeb27aa994140058e1ef,the parish priest
56dfdeb27aa994140058e1f0,frosted glass
56dfdeda231d4119001abe3d,"50,000"
56dfdeda231d4119001abe3e,very few
56dfdf67231d4119001abe41,bring the beer out to the table
56dfdf67231d4119001abe42,taproom
56dfdf67231d4119001abe43,gin houses
56dfdf67231d4119001abe44,Brierley Hill
56dfdf67231d4119001abe45,The Bull and Bladder
56dfdfae231d4119001abe4b,Isambard Kingdom Brunel
56dfdfae231d4119001abe4c,Swindon station pub
56dfdfae231d4119001abe4d,engineer and railway builder
56dfdfae231d4119001abe4e,British
56dfdfd97aa994140058e1f5,a device for pumping beer
56dfdfd97aa994140058e1f6,to dispense beer from a cask or container in a pub's basement or cellar
56dfe0127aa994140058e1f9,John Lofting
56dfe0127aa994140058e1fa,London
56dfe0127aa994140058e1fb,Netherlands
56dfe0127aa994140058e1fc,1742
56dfe0127aa994140058e1fd,1659
56dfe043231d4119001abe53,London Gazette
56dfe043231d4119001abe54,17 March 1691
56dfe0ba231d4119001abe57,20 to 30
56dfe0ba231d4119001abe58,St Thomas Apostle London
56dfe0ba231d4119001abe59,Islington
56dfe0ba231d4119001abe5a,Turner
56dfe0ba231d4119001abe5b,Sun Tavern
56dfe0f17aa994140058e203,handpump
56dfe0f17aa994140058e204,gas
56dfe16f7aa994140058e207,a Free house
56dfe16f7aa994140058e208,18th
56dfe16f7aa994140058e209,landlord
56dfe1e57aa994140058e20d,Shepherd Neame
56dfe1e57aa994140058e20e,Young's and Fuller's
56dfe1e57aa994140058e20f,Greene King
56dfe1e57aa994140058e210,The Beer Orders
56dfe1e57aa994140058e211,1989
56dfe23b7aa994140058e217,O'Neill's
56dfe23b7aa994140058e218,PubCo
56dfe23b7aa994140058e219,PubCo
56dfe23b7aa994140058e21a,the UK
56dfe2d27aa994140058e21f,renamed
56dfe2d27aa994140058e220,closed down
56dfe336231d4119001abe61,A brewery tap
56dfe336231d4119001abe62,the nearest pub
56dfe336231d4119001abe63,brewpub
56dfe3a7231d4119001abe67,country pub
56dfe3a7231d4119001abe68,serving travellers as coaching inns
56dfe3a7231d4119001abe69,the last thirty
56dfe3f5231d4119001abe6d,providing seating facilities for the consumption of food
56dfe3f5231d4119001abe6e,drinking
56dfe4617aa994140058e223,theme pubs
56dfe4617aa994140058e224,Irish pubs
56dfe4617aa994140058e225,rock pubs
56dfe4617aa994140058e226,strip pubs
56dfe4617aa994140058e227,karaoke bars
56dfe4e97aa994140058e22d,Richard II
56dfe4e97aa994140058e22e,1393
56dfe4e97aa994140058e22f,John
56dfe4e97aa994140058e230,inspectors
56dfe4e97aa994140058e231,forfeit his ale
56dfe625231d4119001abe71,the Middle Ages
56dfe625231d4119001abe72,the illustration on the pub's sign
56dfe6cc7aa994140058e237,Latin
56dfe6cc7aa994140058e238,The Cross
56dfe6cc7aa994140058e239,the coat of arms
56dfe6cc7aa994140058e23a,hops
56dfe6cc7aa994140058e23b,farming
56dfe7397aa994140058e241,Trafalgar
56dfe7397aa994140058e242,Crowborough
56dfe7397aa994140058e243,East Sussex
56dfe7397aa994140058e244,royal
56dfe78e7aa994140058e249,decorated signs
56dfe78e7aa994140058e24a,the name of the pub
56dfe78e7aa994140058e24b,directing potential customers to their door
56dfe7dc231d4119001abe75,Slug and Lettuce
56dfe7dc231d4119001abe76,comic
56dfe7dc231d4119001abe77,to identify and differentiate each pub
56dfe8087aa994140058e24f,pictorial signs
56dfe86b7aa994140058e251,"John Manners, Marquess of Granby"
56dfe86b7aa994140058e252,"John Manners, 3rd Duke of Rutland"
56dfe86b7aa994140058e253,general
56dfe86b7aa994140058e254,18th
56dfe86b7aa994140058e255,the Royal George
56dfe8c67aa994140058e25b,Bacchanals
56dfe8c67aa994140058e25c,God Encompasseth Us
56dfe8c67aa994140058e25d,Faithful Kitten
56dfe8c67aa994140058e25e,Boulogne-sur-Mer Harbour
56dfe8c67aa994140058e25f,Henry VIII
56dfe9737aa994140058e265,pool
56dfe9737aa994140058e266,Nine Men's Morris
56dfe9737aa994140058e267,cards
56dfe9737aa994140058e268,cribbage
56dfe9737aa994140058e269,Table Football
56dfe9e07aa994140058e26f,video games
56dfe9e07aa994140058e270,dance bar
56dfe9e07aa994140058e271,sports bar
56dfe9e07aa994140058e272,Shove ha'penny
56dfea2b231d4119001abe7b,Sunday League Football
56dfea2b231d4119001abe7c,Bowling
56dfea72231d4119001abe7f,Pub rock
56dfea72231d4119001abe80,Punk music
56dfea72231d4119001abe81,the 1970s
56dfead8231d4119001abe85,bar snacks
56dfead8231d4119001abe86,mobile shellfish stalls
56dfead8231d4119001abe87,East End
56dfead8231d4119001abe88,pickled cockles and mussels
56dfeb4f231d4119001abe8d,1950s
56dfeb4f231d4119001abe8e,1960s
56dfeb4f231d4119001abe8f,1960s
56dfeb4f231d4119001abe90,a wicker basket
56dfeb4f231d4119001abe91,chips
56dfec1b231d4119001abe97,Pub grub
56dfec1b231d4119001abe98,Sunday
56dfec1b231d4119001abe99,British
56dfec9f231d4119001abe9d,the 1990s
56dfec9f231d4119001abe9e,lunches
56dfec9f231d4119001abe9f,gastropubs
56dfec9f231d4119001abea0,dining room
56dfecfb231d4119001abea5,pub and gastronomy
56dfecfb231d4119001abea6,1991
56dfecfb231d4119001abea7,Mike Belben
56dfecfb231d4119001abea8,London
56dfecfb231d4119001abea9,Clerkenwell
56dfed637aa994140058e277,thirty-six
56dfed637aa994140058e278,London
56dfed637aa994140058e279,Belfast
56dfed637aa994140058e27a,Northern Ireland
56dfed637aa994140058e27b,CAMRA
56dfeddd7aa994140058e281,the Tan Hill Inn
56dfeddd7aa994140058e282,Yorkshire
56dfeddd7aa994140058e283,528
56dfeddd7aa994140058e284,Inverie
56dfeddd7aa994140058e285,Scotland
56dfee94231d4119001abeaf,Ye Olde Fighting Cocks
56dfee94231d4119001abeb0,11th
56dfee94231d4119001abeb1,Nottingham
56dfee94231d4119001abeb2,1189
56dfee94231d4119001abeb3,1086
56dfeec77aa994140058e28b,Holywell
56dfeec77aa994140058e28c,460
56dfeec77aa994140058e28d,560
56dfef297aa994140058e291,905
56dfef297aa994140058e292,Yorkshire
56dfef297aa994140058e293,1240
56dfef297aa994140058e294,Nottingham
56dfef297aa994140058e295,1631
56dfef72231d4119001abeb9,Stalybridge
56dfef72231d4119001abeba,Cheshire
56dfef72231d4119001abebb,the Q Inn
56dfef72231d4119001abebc,The Old 13th Cheshire Rifleman Corps Inn
56dfef72231d4119001abebd,Cheshire
56dfefe9231d4119001abec3,2007
56dfefe9231d4119001abec4,1982
56dfefe9231d4119001abec5,gastro-pubs
56dfefe9231d4119001abec6,supermarkets
56dff050231d4119001abecb,"28,095"
56dff050231d4119001abecc,2015
56dff050231d4119001abecd,legislation to improve relations between owners and tenants
56dff0b1231d4119001abed1,Dick Turpin
56dff0b1231d4119001abed2,Buckinghamshire
56dff0b1231d4119001abed3,John Fothergill
56dff0b1231d4119001abed4,1931
56dff0b1231d4119001abed5,Chatto & Windus
56dff154231d4119001abedb,Ye Olde Cheshire Cheese
56dff154231d4119001abedc,the Cock Tavern
56dff154231d4119001abedd,Charles Dickens
56dff154231d4119001abede,Ye Olde Cock Tavern
56dff1be231d4119001abee3,16 Charlotte Street
56dff1be231d4119001abee4,Fitzrovia
56dff1be231d4119001abee5,Soho
56dff1be231d4119001abee6,The Canonbury Tavern
56dff1be231d4119001abee7,Canonbury
56dff2277aa994140058e29b,Parliament Square
56dff2277aa994140058e29c,a Division bell
56dff2277aa994140058e29d,Madonna
56dff2277aa994140058e29e,Mayfair
56dff2277aa994140058e29f,The Coleherne
56dff2937aa994140058e2a5,The Blind Beggar
56dff2937aa994140058e2a6,The Ten Bells
56dff2937aa994140058e2a7,The Magdala
56dff2937aa994140058e2a8,The Crown Tavern
56dff2937aa994140058e2a9,1903
56dff3097aa994140058e2af,The Angel
56dff3097aa994140058e2b0,Islington
56dff3097aa994140058e2b1,Charles Dickens
56dff3097aa994140058e2b2,a Co-operative Bank
56dff3097aa994140058e2b3,a coaching inn
56dff36d7aa994140058e2b9,the Lamb and Flag
56dff36d7aa994140058e2ba,Oxford
56dff36d7aa994140058e2bb,C. S. Lewis
56dff36d7aa994140058e2bc,Cambridge
56dff36d7aa994140058e2bd,28 February 1953
56dff3c2231d4119001abeed,The Rovers Return
56dff3c2231d4119001abeee,The Queen Vic
56dff3c2231d4119001abeef,BBC One
56dff3c2231d4119001abef0,ITV
56dff3c2231d4119001abef1,the Woolpack
56dff407231d4119001abef7,themed bars
56dff46f231d4119001abef9,Denmark
56dff46f231d4119001abefa,56
56dff46f231d4119001abefb,Copenhagen
56dff46f231d4119001abefc,"20,000"
56dff532231d4119001abf01,craic
56dff532231d4119001abf02,tavernhouse
56dff532231d4119001abf03,teach óil
56dff532231d4119001abf04,spirit grocers
56dff532231d4119001abf05,New Zealand
56dff5ca231d4119001abf0b,tavern
56dff5ca231d4119001abf0c,1970s
56dff5ca231d4119001abf0d,public house
56dff5ca231d4119001abf0e,the student's union
56dff5ca231d4119001abf0f,1990s
56deefeb3277331400b4d831,Christian
56deefeb3277331400b4d832,Jesus Christ
56deefeb3277331400b4d833,Christós
56deefeb3277331400b4d834,mashiach
56def0acc65bf219000b3e3b,conflict
56def0acc65bf219000b3e3c,significance
56def0acc65bf219000b3e3d,the cultural aspects of Christianity
56def1133277331400b4d83d,2.2 billion
56def1133277331400b4d83e,600 million
56def1133277331400b4d840,Christianity
56def1c3c65bf219000b3e43,half
56def1c3c65bf219000b3e44,158
56defdf2c65bf219000b3ea5,Χριστιανός (Christianos)
56defdf2c65bf219000b3ea6,Χριστός (Christos)
56defdf2c65bf219000b3ea7,anointed one
56defdf2c65bf219000b3ea8,Chrétien
56defe90c65bf219000b3ead,Acts 11:26
56defe90c65bf219000b3eaf,Herod Agrippa II
56defe90c65bf219000b3eb1,Peter 4:16
56deff1d3277331400b4d877,the emperor of Rome
56deff1d3277331400b4d878,Antioch
56deff1d3277331400b4d879,Nazarenes
56df00f83277331400b4d88f,Josephus
56df00f83277331400b4d890,Tacitus
56df00f83277331400b4d891,Nero
56df01783277331400b4d899,Nazarenes
56df01783277331400b4d89a,Nazoraean
56df01783277331400b4d89b,Notzrim
56df01783277331400b4d89c,modern Israeli Hebrew
56df063dc65bf219000b3eef,beliefs and practices
56df206e3277331400b4d98d,Linda Woodhead
56df206e3277331400b4d98e,Michael Martin
56df206e3277331400b4d98f,three
56df206e3277331400b4d990,faith in Jesus
56df206e3277331400b4d991,"the Apostles' Creed, the Nicene Creed and the Athanasian Creed"
56df20e5c65bf219000b3f79,Messiah
56df20e5c65bf219000b3f7a,Galilean village
56df20e5c65bf219000b3f7b,Nazareth
56df20e5c65bf219000b3f7c,northern Israel
56df322e96943c1400a5d2d4,followers of the Messiah
56df322e96943c1400a5d2d5,July 2014
56df322e96943c1400a5d2d6,the Fall of Mosul
56df322e96943c1400a5d2d7,the first letter of Nasara
56df6a148bc80c19004e4beb,Nasrani
56df6a148bc80c19004e4bec,Masihi
56df6a148bc80c19004e4bed,Nasrani
56df6a8d5ca0a614008f99d9,Ṣalībī
56df6a8d5ca0a614008f99da,cross
56df6a8d5ca0a614008f99db,Crusader
56df6a8d5ca0a614008f99dc,European Christian Crusaders
56df6aed56340a1900b29adc,Masīhī
56df6aed56340a1900b29add,Nasrānī
56df6aed56340a1900b29ade,"fear, respect"
56df6aed56340a1900b29adf,Tarsā
56df6b9d56340a1900b29ae4,Nasrani
56df6b9d56340a1900b29ae5,Isaai
56df6b9d56340a1900b29ae6,Isa Masih
56df6bf35ca0a614008f99ff,Nasrani
56df6bf35ca0a614008f9a00,the modern Kristang creoles of Malaysia
56df6fa456340a1900b29b40,基督徒 (pinyin: jīdū tú)
56df6fa456340a1900b29b41,Christ follower
56df6fa456340a1900b29b42,Ki-To in Cantonese
56df6fa456340a1900b29b43,Cơ đốc
56df701456340a1900b29b52,kirishitan
56df701456340a1900b29b53,16th and 17th centuries
56df701456340a1900b29b54,the Tokugawa shogunate
56df701456340a1900b29b55,Kirisuto-kyōto
56df705a5ca0a614008f9a35,"기독교도, Kidok-kyo-do"
56df705a5ca0a614008f9a36,Sino-Korean Kidok
56df705a5ca0a614008f9a37,Kurisudo 그리스도
56df712b56340a1900b29b68,Scythia
56df712b56340a1900b29b69,Armenia
56df712b56340a1900b29b6a,301 AD
56df712b56340a1900b29b6b,337 AD
56df712b56340a1900b29b6c,Pravoslav faith
56df722c56340a1900b29b7a,100 years
56df722c56340a1900b29b7b,Roman Catholic Church
56df722c56340a1900b29b7c,1.17 billion
56df72c056340a1900b29b8c,Christianity
56df765f56340a1900b29bac,Christianity
56df765f56340a1900b29bae,2.7
56df765f56340a1900b29baf,10.2 million
56df765f56340a1900b29bb0,High birth rates
56df772656340a1900b29bc6,Protestant
56df11de3277331400b4d933,American Record Corporation
56df11de3277331400b4d934,1938
56df11de3277331400b4d935,1966
56df11de3277331400b4d936,1987
56df11de3277331400b4d937,Universal Music Group.
56df12643277331400b4d947,2004
56df12643277331400b4d948,Bertelsmann Music Group
56df12643277331400b4d949,Sony BMG Music Entertainment
56df12643277331400b4d94a,2008
56df12bcc65bf219000b3f2b,1929
56df12bcc65bf219000b3f2c,1888
56df12bcc65bf219000b3f2d,1934
56df1372c65bf219000b3f31,Columbia Broadcasting System
56df1372c65bf219000b3f32,1938
56df1372c65bf219000b3f33,Columbia Recording Corporation
56df1372c65bf219000b3f34,William S. Paley
56df1372c65bf219000b3f35,RCA Victor Records executive Ted Wallerstein
56df13fdc65bf219000b3f3f,1953
56df13fdc65bf219000b3f40,Columbia
56df13fdc65bf219000b3f41,Conkling
56df13fdc65bf219000b3f42,Warner Bros. Records
56df13fdc65bf219000b3f43,rockabilly
56df149d3277331400b4d963,1961
56df149d3277331400b4d964,Philips Records
56df149d3277331400b4d965,Discos CBS
56df14df3277331400b4d969,"Los Angeles; Terre Haute, Indiana; Bridgeport, Connecticut; and Pitman, New Jersey"
56df14f73277331400b4d96b,Oriole Records.
56df152ec65bf219000b3f4f,1965
56df15ca3277331400b4d96d,1965
56df15ca3277331400b4d96e,"""Time of the Season"" by the Zombies"
56df15ca3277331400b4d96f,#2
56df15ca3277331400b4d970,1970
56df163f3277331400b4d975,Leiberson
56df16b23277331400b4d977,1968
56df16b23277331400b4d979,1983
56df175bc65bf219000b3f51,1972
56df1e8dc65bf219000b3f65,over a hundred thousand
56df1fcec65bf219000b3f6f,Google
56df1fcec65bf219000b3f70,Wikipedia.org
56df20353277331400b4d987,2013
56df20353277331400b4d989,Feelgood Records
56df2093c65bf219000b3f73,2012
56df217bc65bf219000b3f81,L.A. Reid
56df217bc65bf219000b3f82,Doug Morris
56df217bc65bf219000b3f83,2011
56df217bc65bf219000b3f84,Peter Edge
56df217bc65bf219000b3f85,"Arista, J Records and Jive Records"
56df2200c65bf219000b3f8b,"Ozzy Osbourne, the Fabulous Thunderbirds, Electric Light Orchestra, Joan Jett, and Henry Lee Summer"
56df226bc65bf219000b3f8d,1986
56df226bc65bf219000b3f8e,$125 million
56df226bc65bf219000b3f90,"Stephen Swid, Martin Bandier, and Charles Koppelman"
56df2305c65bf219000b3f95,1987
56df2305c65bf219000b3f96,MCA Records
56df2305c65bf219000b3f97,RCA
56df2305c65bf219000b3f98,Ge
56df23c2c65bf219000b3f9f,1987
56df23c2c65bf219000b3fa0,Michael Jackson
56df23c2c65bf219000b3fa1,$2 billion
56df23c2c65bf219000b3fa2,2006
56df23c2c65bf219000b3fa3,Sony through its RED subsidiary
56df23ff3277331400b4d997,1989
56df23ff3277331400b4d998,$30 million
56df23ff3277331400b4d999,Nashville
56df24783277331400b4d99d,2011
56df24783277331400b4d99e,Island Def Jam and Universal Republic
56df24783277331400b4d99f,2008
56df24783277331400b4d9a0,1991
56df24ce3277331400b4d9a5,Mel Lewinter
56df24ce3277331400b4d9a6,Dennis Kooker
56df25403277331400b4d9a9,2004
56df25da3277331400b4d9af,2008
56df25da3277331400b4d9b0,"Thriller 25 by Michael Jackson, I Am... Sasha Fierce by Beyoncé, Keeps Gettin' Better: A Decade of Hits by Christina Aguilera, and Safe Trip Home by Dido"
56df25da3277331400b4d9b1,2009
56df262d3277331400b4d9b5,SME and IODA
56df262d3277331400b4d9b6,2009
56df268f3277331400b4d9b9,Michael Jackson Company
56df268f3277331400b4d9ba,$250 million
56df268f3277331400b4d9bb,2010
56df27123277331400b4d9bf,1989
56df27123277331400b4d9c0,Clive Davis
56df2767c65bf219000b3faa,1995
56df28373277331400b4d9c3,1991
56df28373277331400b4d9c4,1991
56df28373277331400b4d9c5,Japan
56df28373277331400b4d9c6,Nippon Columbia
56df32168bc80c19004e495f,Oklahoma City
56df32168bc80c19004e4960,Oklahoma City
56df32168bc80c19004e4961,"1,322,429"
56df32fd8bc80c19004e4973,Great Plains region
56df32fd8bc80c19004e4975,Tinker Air Force Base and the United States Department of Transportation's Mike Monroney Aeronautical Center
56df33ca8bc80c19004e497b,I-35 Corridor
56df33ca8bc80c19004e497d,1889
56df33ca8bc80c19004e497e,1995
56df33ca8bc80c19004e497f,Alfred P. Murrah Federal Building
56df347a96943c1400a5d2e3,Unassigned Lands
56df347a96943c1400a5d2e6,James W. Maney
56df35c296943c1400a5d2f1,1907
56df35c296943c1400a5d2f2,Guthrie
56df35c296943c1400a5d2f3,Route 66
56df35c296943c1400a5d2f4,Bobby Troup
56df35c296943c1400a5d2f5,Nat King Cole
56df368a96943c1400a5d2fb,1928
56df368a96943c1400a5d2fc,"I-35, I-40 and I-44"
56df36cd96943c1400a5d2ff,Patience Latting
56df36cd96943c1400a5d300,1971
56df4a248bc80c19004e4a13,Metropolitan Area Projects
56df4a248bc80c19004e4a14,baseball park
56df4a248bc80c19004e4a15,$3 billion
56df4a428bc80c19004e4a19,2007
56df4aa88bc80c19004e4a1b,Oklahoma City National Memorial and Museum
56df4aa88bc80c19004e4a1c,2000
56df4bb096943c1400a5d353,"The ""Core-to-Shore"" project"
56df4bb096943c1400a5d354,2009
56df4c368bc80c19004e4a29,620.34 square miles
56df4c368bc80c19004e4a2a,19.23 square miles
56df4cdc8bc80c19004e4a37,Sandstone Hills region
56df4e488bc80c19004e4a3d,North Canadian River
56df4e488bc80c19004e4a3e,Oklahoma River
56df4e488bc80c19004e4a3f,1940s
56df4e488bc80c19004e4a40,low-water dams
56df4ef48bc80c19004e4a48,rural watershed areas
56df4fb48bc80c19004e4a60,South Oklahoma City
56df4fb48bc80c19004e4a61,North Oklahoma City
56df514f8bc80c19004e4a78,Crystal Bridge and Myriad Botanical Gardens
56df519d8bc80c19004e4a7d,humid subtropical climate
56df527c8bc80c19004e4a8a,35.9 inches
56df527c8bc80c19004e4a8b,8.6 inches
56df54048bc80c19004e4aa7,March
56df54048bc80c19004e4aa8,June
56df54048bc80c19004e4aa9,150
56df54048bc80c19004e4aab,2.6 miles
56df56288bc80c19004e4ac9,May 2015
56df570e8bc80c19004e4ad5,"579,999"
56df570e8bc80c19004e4ad6,"230,233 households"
56df570e8bc80c19004e4ad7,"144,120 families"
56df570e8bc80c19004e4ad8,956.4
56df570e8bc80c19004e4ad9,"256,930"
56df582c96943c1400a5d3e1,"230,233"
56df582c96943c1400a5d3e2,married couples
56df582c96943c1400a5d3e3,2.47
56df582c96943c1400a5d3e4,3.11
56df582c96943c1400a5d3e5,non-families
56df58d38bc80c19004e4ae9,34
56df58d38bc80c19004e4aea,females
56df59a996943c1400a5d3eb,late 1990s
56df59a996943c1400a5d3ec,"620,602"
56df5a4d8bc80c19004e4aef,Oklahoma City
56df5a4d8bc80c19004e4af0,42nd
56df5ba096943c1400a5d42f,Juárez Cartel
56df5ca296943c1400a5d431,1978
56df5ca296943c1400a5d433,1995
56df5cdd96943c1400a5d438,5
56df5da88bc80c19004e4b25,Timothy McVeigh
56df5da88bc80c19004e4b26,168
56df5da88bc80c19004e4b27,680
56df5da88bc80c19004e4b28,$652 million
56df5da88bc80c19004e4b29,"June 11, 2001"
56df5e8e96943c1400a5d44d,2
56df5e8e96943c1400a5d44e,Norman Regional Hospital
56df5e8e96943c1400a5d44f,"27,000"
56df5e8e96943c1400a5d450,"2,800"
56df5e8e96943c1400a5d451,"11,900"
56df5f728bc80c19004e4b4a,$61.1 billion
56df5fc18bc80c19004e4b4d,2008
56df5fc18bc80c19004e4b4e,1982
56df5fc18bc80c19004e4b4f,1985
56df61968bc80c19004e4b73,April 2006
56df62218bc80c19004e4b81,Kirkpatrick Science and Air Space Museum at Omniplex
56df62218bc80c19004e4b82,2013
56df625f96943c1400a5d49b,300
56df62d98bc80c19004e4b88,2009
56df63bb96943c1400a5d4bd,The Oklahoma City National Memorial
56df63bb96943c1400a5d4bf,Institute for the Prevention of Terrorism
56df644096943c1400a5d4cd,the banjo
56df644096943c1400a5d4ce,$3.5 million
56df64b396943c1400a5d4d1,2005
56df64b396943c1400a5d4d2,Oklahoma Historical Society
56df64b396943c1400a5d4d3,northeast Oklahoma City
56df66e48bc80c19004e4bdb,Thunder
56df685b8bc80c19004e4be7,Oklahoma City Dodgers
56df6c9e56340a1900b29b00,Chesapeake Energy Arena
56df6c9e56340a1900b29b01,Oklahoma City Thunder
56df6c9e56340a1900b29b02,Chickasaw Bricktown Ballpark
56df6d4856340a1900b29b10,Big 12 Baseball Tournament
56df6d8556340a1900b29b14,Remington Park
56df6d8556340a1900b29b15,state fairgrounds
56df6e5156340a1900b29b2c,Oklahoma Secondary School Activities Association
56df6ebd5ca0a614008f9a21,Clayton Bennett
56df6ebd5ca0a614008f9a23,OKC
56df6ebd5ca0a614008f9a24,Bison
56df6f3256340a1900b29b3a,8th
56df6f3256340a1900b29b3b,Miami Heat
56df6f3256340a1900b29b3c,San Antonio Spurs
56df6fa75ca0a614008f9a29,2009
56df6fa75ca0a614008f9a2a,Billy Donovan
56df6fa75ca0a614008f9a2b,Russell Westbrook
56df70755ca0a614008f9a3b,Ford Center
56df70755ca0a614008f9a3d,Houston Rockets
56df720156340a1900b29b73,I. M. Pei
56df720156340a1900b29b74,Water Stage
56df72ab5ca0a614008f9a7a,Remington Park
56df72ab5ca0a614008f9a7b,Frontier City
56df732356340a1900b29b96,Lake Stanley Draper
56df76b656340a1900b29bb7,American Banjo Museum
56df76b656340a1900b29bb8,Will Rogers Park
56df771d5ca0a614008f9acd,Mat Hoffman
56df771d5ca0a614008f9ace,March 2009
56df777256340a1900b29bd8,Mick Cornett
56df777256340a1900b29bd9,2004
56df777256340a1900b29bda,Jim Couch
56df77f456340a1900b29bde,Epworth University
56df77f456340a1900b29bdf,"September 1, 1904"
56df7c4056340a1900b29c16,Oklahoma Health Center district
56df7c4056340a1900b29c17,OU Medicine
56df7c4056340a1900b29c18,"12,000"
56df7cd456340a1900b29c28,University of Central Oklahoma
56df7cd456340a1900b29c29,Oklahoma Christian University
56df7d735ca0a614008f9b25,Oklahoma City Community College
56df7d735ca0a614008f9b26,Oklahoma State University
56df7d735ca0a614008f9b27,Bethany
56df7d735ca0a614008f9b28,Church of the Nazarene
56df7e2356340a1900b29c2c,Mike Monroney Aeronautical Center
56df7ee45ca0a614008f9b55,Oklahoma City Public Schools
56df7ee45ca0a614008f9b57,2012
56df7f0156340a1900b29c38,Oklahoma City
56df7fd756340a1900b29c56,Metro Technology Center and Francis Tuttle Technology Center
56df805c56340a1900b29c62,The Dale Rogers Training Center
56df81465ca0a614008f9b9f,The Oklahoman
56df81465ca0a614008f9ba0,NewsOK.com
56df81465ca0a614008f9ba1,Oklahoma Gazette
56df81465ca0a614008f9ba2,The Journal Record
56df81b556340a1900b29c8e,Eastside
56df81b556340a1900b29c8f,OK VIETIMES and Oklahoma Chinese Times
56df81b556340a1900b29c90,The Campus
56df820b56340a1900b29c94,Slice Magazine
56df820b56340a1900b29c95,Back40
56df837656340a1900b29cb2,WKY Radio
56df837656340a1900b29cb3,1921
56df837656340a1900b29cb4,1928
56df837656340a1900b29cb5,KFOR-TV
56df858f56340a1900b29cdc,41st
56df858f56340a1900b29cdd,34
56df864b5ca0a614008f9c0f,1015
56df864b5ca0a614008f9c10,G. Keith Bryant
56df864b5ca0a614008f9c11,37
56df864b5ca0a614008f9c12,"70,000"
56df86855ca0a614008f9c1d,3
56df870c56340a1900b29cfe,Lake Hefner Parkway
56df877c5ca0a614008f9c1f,Shields Boulevard
56df882f56340a1900b29d1d,Will Rogers World Airport
56df882f56340a1900b29d1e,3.6 million
56df882f56340a1900b29d1f,Tinker Air Force Base
56df88ca4a1a83140091eafe,METRO Transit
56df88ca4a1a83140091eaff,Fixed Guideway Study
56df89684a1a83140091eb02,December 2009
56df89684a1a83140091eb03,$777 million
56df89684a1a83140091eb04,2017
56df89ec4a1a83140091eb0a,St. Anthony Hospital and Physicians Medical Center
56df8a9638dc42170015202b,Oklahoma Health Center district
